productID,env,id,title,order,href,placementType,topic,topicOrder,type,frontText,backText,responseID,errors
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,e6c21e3f-5529-4198-85df-a5c9df7de917,fc778950.AWSCDSG.001,1,fc778950.AWSCDSG.001.xml,coursewide,,,SYBEX,Aurora storage engine automatically distributes _____ copies of protection groups across _____ availability zones.,"Answer: 6, 3",01HWT4HFTJDWENVRSS0EY4VCG4,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,e3ae4e17-e75a-45b0-b6c1-334b67b63b6a,fc778950.AWSCDSG.002,2,fc778950.AWSCDSG.002.xml,coursewide,,,SYBEX,Amazon Aurora allows you to launch __________ for scaling out read operations and accessing the same shared storage engine.,Aurora replicas,01HWT4HGB17S2SR5XMGZNMH018,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,1c435a09-2d0a-4895-8cd7-206f5ce3fe59,fc778950.AWSCDSG.003,3,fc778950.AWSCDSG.003.xml,coursewide,,,SYBEX,"In the event of a writer node failure, the Amazon Aurora cluster chooses an available Aurora replica to be promoted to a writer. The first criteria evaluated for promoting an Aurora replica is __________.",Priority,01HWT4HGHSGBR1JNM8C5CQW4KW,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,30719f24-5975-42bc-96e7-c3a35e78632e,fc778950.AWSCDSG.004,4,fc778950.AWSCDSG.004.xml,coursewide,,,SYBEX,The least downtime method for migrating an Amazon RDS for PostgreSQL to an Amazon Aurora PostgreSQL is to _______________.,Create an Aurora read replica,01HWT4HGRQ0XXZAT8TB86S81XQ,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,7931954e-b111-4dda-b882-b834415c7bf1,fc778950.AWSCDSG.005,5,fc778950.AWSCDSG.005.xml,coursewide,,,SYBEX,Creating a ______________ on Amazon Aurora is faster and more space‐saving than restoring from a snapshot.,Clone,01HWT4HGZCMGAGY6WT4PB5CV8Z,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,5dc69121-88a9-4cfc-ab94-8ff7800f5c4e,fc778950.AWSCDSG.006,6,fc778950.AWSCDSG.006.xml,coursewide,,,SYBEX,__________ is the Aurora feature that allows you to rewind your Amazon Aurora MySQL cluster to the time you specify without restoring the entire database.,Backtracking,01HWT4HH639GA5Z0SS81F31QRH,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,1c104719-7c33-44e1-8eba-48e8284ebb3f,fc778950.AWSCDSG.007,7,fc778950.AWSCDSG.007.xml,coursewide,,,SYBEX,The maximum backtrack window is ________ hours.,72,01HWT4HHDSYRWGZ8YVC2D39ZSJ,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,67cb73bf-924a-4241-b0d2-b14aba2e8209,fc778950.AWSCDSG.008,8,fc778950.AWSCDSG.008.xml,coursewide,,,SYBEX,Using ______________________ enables you to test the Amazon Aurora MySQL cluster fault tolerance.,Fault injection queries,01HWT4HHMHCRVYAHQK8WABTFHD,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,4f3f14e5-36c0-478c-be89-3cc6fd3c4f9e,fc778950.AWSCDSG.009,9,fc778950.AWSCDSG.009.xml,coursewide,,,SYBEX,"For applications that require globally distributed execution, using __________ will span multiple AWS regions.",Aurora global database,01HWT4HJ13RZS2B8WTGD7QP4PD,
b36c3978-6e65-40b2-857e-c764e4f8c958,PROD,7910e097-b4fc-4dff-a1d2-fc9fc9689c6b,fc778950.AWSCDSG.010,10,fc778950.AWSCDSG.010.xml,coursewide,,,SYBEX,__________ is an on‐demand configuration for Amazon Aurora that automatically scales the compute layer and adjusts capacity based on application demand.,Aurora Serverless,01HWT4HJ80AQ8KP4VXQ16MAEWD,
