projectId,env,qtiId,title,order,href,placementType,topic,topicOrder,source,frontText,backText,resourceId,errors
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"85147451-ec8e-4ffd-9c3f-5c435f90e293","fc584704.JaSE11PrgISG.f1.001",1,"fc584704.JaSE11PrgISG.f1.001.xml",coursewide,,,SYBEX,"How do you negate a <code>boolean</code> value?","You cannot negate a <code>boolean</code> value, at least not numerically using the minus operator, <code>-</code>. You can invert the <code>boolean</code> value using the logical complement operator.","01JAD6RXMDVF1A4XQSH6MBSHST",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"444007dd-00ec-485a-b174-f98b58161d9c","fc584704.JaSE11PrgISG.f1.002",2,"fc584704.JaSE11PrgISG.f1.002.xml",coursewide,,,SYBEX,"Which are immutable: <code>String</code>, <code>StringBuilder</code>, <code>StringBuffer</code>, arrays, or <code>ArrayList</code>?","<code>String</code> is the only immutable class in the list.","01JAD6RXSRDS7FG1QWJT70TBDB",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"0bcd94c5-a5b6-4528-b0e4-dcfb4ec050e3","fc584704.JaSE11PrgISG.f1.003",3,"fc584704.JaSE11PrgISG.f1.003.xml",coursewide,,,SYBEX,"True or false? The first line of every constructor is a call to the parent constructor via the <code>super()</code> command.","False. A method may instead call <code>this()</code> as the first line of the constructor instead of <code>super()</code>, although it will eventually resolve to a constructor that calls <code>super()</code> as its first line.","01JAD6RXZ5SPMZGRBM65TYF0VV",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"c715b8c9-18ce-445c-93f1-7a6b5e68e078","fc584704.JaSE11PrgISG.f1.004",4,"fc584704.JaSE11PrgISG.f1.004.xml",coursewide,,,SYBEX,"What is the difference between <code>super()</code> and <code>super</code>?","The <code>super()</code> command calls the constructor of the parent class and is used in the first line of every child constructor, whereas <code>super</code> is a keyword used to reference a member of the parent class.","01JAD6RXK7X9S4YFG15Y896ZZG",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"8d4159d6-8697-4b38-8dad-79077511cf0c","fc584704.JaSE11PrgISG.f1.005",5,"fc584704.JaSE11PrgISG.f1.005.xml",coursewide,,,SYBEX,"A <code>try</code> statement is allowed to have how many <code>finally</code> blocks?","Zero or one","01JAD6RXREJZNMEX32VZRCCDDK",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"8607c713-e461-4475-a708-2bc3290147d9","fc584704.JaSE11PrgISG.f1.006",6,"fc584704.JaSE11PrgISG.f1.006.xml",coursewide,,,SYBEX,"What keyword would be used for a class that extends an interface?","Trick question! A class cannot extend an interface.","01JAD6RXXNW12PZY1HGYF17QRT",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"14a48966-5dcb-4fc1-9d7b-f66c8e06589d","fc584704.JaSE11PrgISG.f1.007",7,"fc584704.JaSE11PrgISG.f1.007.xml",coursewide,,,SYBEX,"What is <code>12 % 5 - 1</code>?",<code>1</code>,"01JAD6RY2YYJ80FT7EXW8EV1ES",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"3e751437-c154-482d-a042-57283ba6cd06","fc584704.JaSE11PrgISG.f1.008",8,"fc584704.JaSE11PrgISG.f1.008.xml",coursewide,,,SYBEX,"True or false? The <code>break</code> or <code>continue</code> statement requires a semicolon when used without optional labels.",True,"01JAD6RXE0BZEASFW7JA6A0NME",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"4aaf52ab-7293-4c38-be25-3ceae88351e4","fc584704.JaSE11PrgISG.f1.009",9,"fc584704.JaSE11PrgISG.f1.009.xml",coursewide,,,SYBEX,"What are the default values for these instance variables: <code>String s</code>; <code>int num</code>; <code>boolean b</code>; <code>double d</code>?","<code>s = null</code>; <code>num = 0</code>; <code>b = false</code>; <code>d = 0.0</code>","01JAD6RXKHK4V3K2VTW572Y7PZ",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"3aef9e76-23f6-4774-aab1-2c21db96c144","fc584704.JaSE11PrgISG.f1.010",10,"fc584704.JaSE11PrgISG.f1.010.xml",coursewide,,,SYBEX,"Which of the following variables can <code>null</code> be assigned to? <code>String s</code>; <code>Object o</code>; <code>int num</code>; <code>boolean b</code>","<code>String s</code> and <code>Object o</code> can be assigned <code>null</code> because they are objects. <code>int</code> and <code>boolean</code> are primitives and so cannot be assigned <code>null</code>.","01JAD6RXRZXF0XF756VRHC7JM5",
"b2831063-be07-4393-a6ef-582ed6850506",PROD,"e596f9c3-28f3-439f-a106-2ad3338fadc2","fc584704.JaSE11PrgISG.f1.011",11,"fc584704.JaSE11PrgISG.f1.011.xml",coursewide,,,SYBEX,"What characters can a variable name begin with?","A letter, dollar sign (<code>$</code>), or underscore (<code>_</code>)","01JAD6RXYTKVCEGT0HVHEHMSFQ",
