projectId,env,qtiId,title,order,href,placementType,topic,topicOrder,source,frontText,backText,resourceId,errors
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,09246aed-d174-42a0-a882-13855d15a647,fc735380.SecPl.RG5E.001,1,fc735380.SecPl.RG5E.001.xml,coursewide,,,SYBEX,What is mandatory access control (MAC)?,"MAC is based on hierarchical classification rules. Objects are assigned sensitivity labels, and subjects are assigned clearance labels.",01J9BE1YDBWC7JN1VCDJZ87S1S,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,c18432e3-0168-4ecb-84e2-5e852972f886,fc735380.SecPl.RG5E.002,2,fc735380.SecPl.RG5E.002.xml,coursewide,,,SYBEX,What are the common MAC (media/mandatory access control) hierarchies?,"Government or military MAC: unclassified, sensitive but unclassified, confidential, secret, and top secret. Private sector MAC: public, sensitive, private, and confidential.",01J9BE1YJRD16DZYNGRAMGPJRK,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,a596aaa7-d0ad-404e-b266-631fec593109,fc735380.SecPl.RG5E.003,3,fc735380.SecPl.RG5E.003.xml,coursewide,,,SYBEX,What is discretionary access control (DAC)?,DAC is based on user identity. Users are granted access through access control lists (ACLs) on objects at the discretion of the object's owner or creator.,01J9BE1YSPWNJPCM9VBPE1GYRA,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,e78cae84-3ebd-4103-b08a-5c783016d885,fc735380.SecPl.RG5E.004,4,fc735380.SecPl.RG5E.004.xml,coursewide,,,SYBEX,What is role&hyphen;based access control (RBAC)?,RBAC is based on job description. Users are granted access based on their assigned work tasks. RBAC is most suitable in environments with a high rate of employee turnover.,01J9BE1YZ29DWSEKJ7B8S9HG4V,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,bfaa4a95-653c-4fe6-be44-4768586d9042,fc735380.SecPl.RG5E.005,5,fc735380.SecPl.RG5E.005.xml,coursewide,,,SYBEX,What is Kerberos?,Kerberos is a trusted third&hyphen;party authentication protocol. It uses encryption keys as tickets with time stamps to prove identity and grant access to resources.,01J9BE1Z49AYV3SS85G7MY8AKV,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,13b076b8-33dd-47a1-a531-e30952c1166b,fc735380.SecPl.RG5E.006,6,fc735380.SecPl.RG5E.006.xml,coursewide,,,SYBEX,What is CHAP?,Challenge&hyphen;Handshake Authentication Protocol (CHAP) is an authentication protocol that uses a one&hyphen;way hash to protect passwords and periodically reauthenticates clients.,01J9BE1ZAN764WRB8ZACM5V2FT,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,e2844f7b-cc17-4f7c-ad7f-86c641ddbe07,fc735380.SecPl.RG5E.007,7,fc735380.SecPl.RG5E.007.xml,coursewide,,,SYBEX,What is a certificate?,A certificate is an electronic means of proving subject and object identity. Certificates are issued by certificate authorities (CAs).,01J9BE1ZGVT7VYPF4A32CQTYPY,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,4ec340b4-54af-4ad8-b7e7-8ca0e6ae29a1,fc735380.SecPl.RG5E.008,8,fc735380.SecPl.RG5E.008.xml,coursewide,,,SYBEX,What are passwords?,"Passwords are the most common form of authentication, but they're also the weakest. A password is a string of keyboard characters that a user must memorize.",01J9BE1ZQKW6GX13PCR1N89FXH,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,13806e97-882a-4eba-a50a-44e0b054d34e,fc735380.SecPl.RG5E.009,9,fc735380.SecPl.RG5E.009.xml,coursewide,,,SYBEX,What are tokens?,Tokens are a &ldquo;something you have&rdquo; type of authentication. Tokens are devices that generate one&hyphen;time&hyphen;use passwords or that compute the response to an authentication server&ndash;issued challenge.,01J9BE1ZX216CX77JN6CEGWBME,
d57c0f93-5c5c-4ed0-998b-e1fffd69aa88,PROD,4219b24d-24fa-4c92-816a-14ba931bf73d,fc735380.SecPl.RG5E.010,10,fc735380.SecPl.RG5E.010.xml,coursewide,,,SYBEX,What is multifactor authentication?,Multifactor authentication is the requirement that users must provide two or more authentication factors in order to prove their identity.,01J9BE2034NV4JH1FHC31J5JQP,
