projectId,env,qtiId,title,order,href,placementType,topic,topicOrder,source,frontText,backText,resourceId,errors
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"bdcf6984-21b0-43cc-9e5a-768629f4abed","fc984641.MCAMDASG2E.1.001",1,"fc984641.MCAMDASG2E.1.001.xml",topic,"Flashcards 1",1,SYBEX,"What class address is 131.107.2.1 /16?","Class B","01J946F577P5KZ5GM1SVDH25W0",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"51af5ddd-0fc0-49ea-b99b-1576c573b0c6","fc984641.MCAMDASG2E.1.002",2,"fc984641.MCAMDASG2E.1.002.xml",topic,"Flashcards 1",1,SYBEX,"You have to identify the IPv6 address of the computer. How can you do this?","Use Ipconfig, or from the network connection status, click Details.","01J946F5BTRMFNYJ8JS83TS5RC",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"d1823189-145a-41ff-901d-723e2c779c45","fc984641.MCAMDASG2E.1.003",3,"fc984641.MCAMDASG2E.1.003.xml",topic,"Flashcards 1",1,SYBEX,"You have a dual&hyphen;boot machine. How can you configure which operating system will boot up by default?","Run <code>Bcdedit.exe</code> with the <code>/</code> default parameter.","01J946F5KT4SVK3D0YP4N56GD5",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"5cf5f680-c06c-458e-bb02-64fffa30dd89","fc984641.MCAMDASG2E.1.004",4,"fc984641.MCAMDASG2E.1.004.xml",topic,"Flashcards 1",1,SYBEX,"What is the subnet equivalent for <code>/27</code>?",255.255.255.224,"01J946F565RSPG4V3XAA9ZE8SR",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"84630e09-0017-4929-9733-5b2317f5c0d6","fc984641.MCAMDASG2E.1.005",5,"fc984641.MCAMDASG2E.1.005.xml",topic,"Flashcards 1",1,SYBEX,"What server turns a hostname into an IP address?",DNS,"01J946F5DTGTVFN4V8DH5YYZ7D",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"29aac0ba-a1a9-41fc-ad43-2f39e67a1885","fc984641.MCAMDASG2E.1.006",6,"fc984641.MCAMDASG2E.1.006.xml",topic,"Flashcards 1",1,SYBEX,"Which command&hyphen;line utility can be used to encrypt files on NTFS volumes?",Cipher,"01J946F5K9AEQZPMVF5WSA05H0",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"cb7a965b-c3c4-4a98-9a81-c78d09dad51c","fc984641.MCAMDASG2E.1.007",7,"fc984641.MCAMDASG2E.1.007.xml",topic,"Flashcards 1",1,SYBEX,"True or False: You cannot have a folder or file compressed and encrypted at the same time.",TRUE,"01J946F4XB6JDYQ0Q1A3ZTJ3C5",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"40024e1f-7bb0-4914-904d-52eeb8063ca8","fc984641.MCAMDASG2E.1.008",8,"fc984641.MCAMDASG2E.1.008.xml",topic,"Flashcards 1",1,SYBEX,"True or False: A mirrored volume is fault tolerant.",TRUE,"01J946F53MT2BFDS3SKHENMQR2",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"39faaa19-4872-425b-a634-efde065e5c4b","fc984641.MCAMDASG2E.1.009",9,"fc984641.MCAMDASG2E.1.009.xml",topic,"Flashcards 1",1,SYBEX,"You have to make sure that access to a folder is logged. What type of auditing should be configured?","Audit Object Access","01J946F5BFVCPWGEG3CQ4B3X7A",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"db1114d4-8d5d-4720-b6c7-cfb8971e2818","fc984641.MCAMDASG2E.1.010",10,"fc984641.MCAMDASG2E.1.010.xml",topic,"Flashcards 1",1,SYBEX,"You need to add a driver to an image file. What utility can you use?",DISM,"01J946F5HXJ9Z9W2W7HMH2PSBF",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"6fc094db-1127-4928-aafb-cbf3dfea5ae6","fc984641.MCAMDASG2E.1.011",11,"fc984641.MCAMDASG2E.1.011.xml",topic,"Flashcards 1",1,SYBEX,"What is a cloud&hyphen;based identity and access management service that can help you access external resources, such as Microsoft 365, the Azure portal, and other SaaS applications?","Azure Active Directory","01J946F5RFSEK64SNXQF7X8XQZ",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"78ee598c-ceb6-4876-a88f-ead0583813b9","fc984641.MCAMDASG2E.1.012",12,"fc984641.MCAMDASG2E.1.012.xml",topic,"Flashcards 1",1,SYBEX,"True or False: By default, the Administrator user account is disabled.",TRUE,"01J946F5ZK00X1X0QH9Z53GP94",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"b7dc941c-967f-44c3-9b21-0cf2f40b0a99","fc984641.MCAMDASG2E.1.013",13,"fc984641.MCAMDASG2E.1.013.xml",topic,"Flashcards 1",1,SYBEX,"You mount a Windows client image and modify the contents of the image. You need to restore the image to its original state. Which tool would you use?",<code>DISM.exe</code>,"01J946F5EJ9KS2GCWS7N5VCBEV",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"e0592f30-e6f3-4516-be48-dbc9ab8c7b2d","fc984641.MCAMDASG2E.1.014",14,"fc984641.MCAMDASG2E.1.014.xml",topic,"Flashcards 1",1,SYBEX,"Which utility is used to configure and manage hard disks?","Disk Management","01J946F5MCZPR5T8HT7FHZY7SJ",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"dc2c36e0-7dbf-4416-b5da-9ebdad7a8866","fc984641.MCAMDASG2E.1.015",15,"fc984641.MCAMDASG2E.1.015.xml",topic,"Flashcards 1",1,SYBEX,"You are a consultant and one of the servers is not working properly. How can you connect to the server to fix the problem?","Remote Desktop","01J946F5T0YZ7MENRE0PV2EW8N",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"d6777723-586f-4a44-9c80-e945038a941d","fc984641.MCAMDASG2E.1.016",16,"fc984641.MCAMDASG2E.1.016.xml",topic,"Flashcards 1",1,SYBEX,"Which power plan should be used if you are most concerned with performance?","High Performance","01J946F4XDMCJTR1FP8MRHWZ7A",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"8cd92dcc-109f-44fc-b711-dbd9c3772d13","fc984641.MCAMDASG2E.1.017",17,"fc984641.MCAMDASG2E.1.017.xml",topic,"Flashcards 1",1,SYBEX,"You have a Windows 7 computer. You need to identify if it will run Windows 10. What tool should you use?","Windows 10 Upgrade Advisor","01J946F52FZG8HP90CZVXVQSSD",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"02e1eb71-b694-4227-8fff-53f6552db113","fc984641.MCAMDASG2E.1.018",18,"fc984641.MCAMDASG2E.1.018.xml",topic,"Flashcards 1",1,SYBEX,"What application can users use to purchase or download corporate applications?","Microsoft Store","01J946F5925ZZZFN11DBQ6S3EB",
"8d1b1469-2acb-4309-bf0b-2aa8c6533992",PROD,"21da8d46-eda1-4a65-9045-d4c3c22326dd","fc984641.MCAMDASG2E.1.019",19,"fc984641.MCAMDASG2E.1.019.xml",topic,"Flashcards 1",1,SYBEX,"What utility would you use if you need to reduce the amount of space used by storing system restore points?","Disk Cleanup","01J946F5NEX52RVD8XATE0BFTQ",
