productID,env,id,title,order,href,placementType,topic,topicOrder,type,frontText,backText,responseID,errors
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"54ba2fbe-c4ee-4741-a4be-5131afa49c18","fc235636.AWS.CCP.SG2E.001",1,"fc235636.AWS.CCP.SG2E.001.xml",coursewide,,,SYBEX,"What is it about large cloud providers like AWS that makes it possible for deployments using their infrastructure to be more secure than many alternatives?","AWS has the money and expertise to achieve security best practices.","01J05XRTS4P9S0CRBEDH0464E6",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"fb10b620-6bf7-43ca-89ef-a804c24834e1","fc235636.AWS.CCP.SG2E.002",2,"fc235636.AWS.CCP.SG2E.002.xml",coursewide,,,SYBEX,"What is it about the payment model used by major cloud providers that contributes to their efficiency and effectiveness?","The self‐service, pay‐per‐use payment model allows for a high level of automation.","01J05XRV7E85RKM6AHJRTT1Z9F",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"aa67a186-5bc1-41a0-aa38-8da1da9a2d84","fc235636.AWS.CCP.SG2E.003",3,"fc235636.AWS.CCP.SG2E.003.xml",coursewide,,,SYBEX,"True/False: The infrastructure‐as‐a‐service (IaaS) cloud service model provides customers with the highest control over their resources of all cloud models.",True,"01J05XRVEBWKVSZBFB3CZ1DXNG",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"9cdd6680-b7e6-4ce1-ab75-5e66401b8c86","fc235636.AWS.CCP.SG2E.004",4,"fc235636.AWS.CCP.SG2E.004.xml",coursewide,,,SYBEX,"True/False: Platform‐as‐a‐service (PaaS) services provide users with only minimal control over their applications.","False. PaaS services (like Elastic Beanstalk) do simplify infrastructure administration, but they still offer significant control over the application environment.","01J05XRVQKHHQ5V88R2XTRWRNR",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"eb1d9e63-4e70-41e7-a509-85ab82c91e6b","fc235636.AWS.CCP.SG2E.005",5,"fc235636.AWS.CCP.SG2E.005.xml",coursewide,,,SYBEX,"Which server virtualization model shares the host kernel among the virtual client servers?","Container virtualization","01J05XRVY0H0QEXVJXW8BXHCXD",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"889fe73a-9bc6-4df3-afad-40716b92ffcf","fc235636.AWS.CCP.SG2E.006",6,"fc235636.AWS.CCP.SG2E.006.xml",coursewide,,,SYBEX,"What word describes the ability to automatically add compute resources to an application to meet changing user demand?",Scalability,"01J05XRW4FFBY1GWW49676Y919",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"9082e9f9-fd6b-4912-817c-d9106b7e7dc2","fc235636.AWS.CCP.SG2E.007",7,"fc235636.AWS.CCP.SG2E.007.xml",coursewide,,,SYBEX,"True/False: Function‐based services like Amazon's Lambda operate without servers.","False. Even though Lambda and similar services are described as &ldquo;serverless,&rdquo; the servers running their code are simply &ldquo;hidden&rdquo; from the customer view.","01J05XRWAMANW8CK8MTNWJ4D61",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"41c0879f-ea0b-480f-bfce-402ea1732156","fc235636.AWS.CCP.SG2E.008",8,"fc235636.AWS.CCP.SG2E.008.xml",coursewide,,,SYBEX,"What are the two primary elements that allow cloud providers like AWS to provide many low‐consumption costs for customers?","Virtualized servers and enormous operational scale","01J05XRWGNKSG1MJ3VXQHHCYMA",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"3edd3f6f-7260-4751-b955-907272273edf","fc235636.AWS.CCP.SG2E.009",9,"fc235636.AWS.CCP.SG2E.009.xml",coursewide,,,SYBEX,"For how long do owners of new AWS accounts get to enjoy the Free Tier?","One full year","01J05XRWS7RDXTS5B5AB12M1P1",
"534b75d0-651f-458c-8f8f-63ad620dc642",PROD,"697ab84b-0683-416a-a653-78d66159b505","fc235636.AWS.CCP.SG2E.010",10,"fc235636.AWS.CCP.SG2E.010.xml",coursewide,,,SYBEX,"Which free, online AWS tool lets you accurately estimate the costs you would pay for the use of any combination of AWS resources?","The AWS Pricing Calculator","01J05XRWZHA1EB6C6MN7B6FXAT",
