productID,env,id,title,order,href,placementType,topic,topicOrder,type,frontText,backText,responseID,errors
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223271,"163076 Astronomy5E_FC_01",1,QUE_223271.xml,topic,"Astronomy Flashcards",1,DUMMIES,"active galactic nucleus (AGN)","The center of a galaxy harboring a supermassive black hole that&rsquo;s feasting on matter falling into it from its surroundings. As the material nears the black hole, it heats up and glows brightly across the electromagnetic spectrum.","01HZH42EH25NHXXPY383SP1MVZ",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223272,"163076 Astronomy5E_FC_02",2,QUE_223272.xml,topic,"Astronomy Flashcards",1,DUMMIES,altitude,"The angular height of a star or other object in the sky, measured vertically from the horizon (altitude 0&deg;) up toward the zenith (90&deg;) or, for an object that hasn&rsquo;t risen yet, down toward the nadir (&ndash;90&deg;).","01HZH42F15KJ7RVXF6K2FJEYXY",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223213,"163076 Astronomy5E_FC_03",3,QUE_223213.xml,topic,"Astronomy Flashcards",1,DUMMIES,antimatter,"Material composed of antiparticles that have the same mass but opposite electrical charge (or, if neutral, some other property) of their ordinary-particle counterparts.","01HZH42F7622SFTHMQ9YMJ0EJD",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223265,"163076 Astronomy5E_FC_04",4,QUE_223265.xml,topic,"Astronomy Flashcards",1,DUMMIES,"arc minutes/arc seconds","Units of angular measurement on the sky. A full circle around the sky consists of 360&deg;, each divided into 60 arc minutes (60&prime;); each arc minute is divided into 60 arc seconds (60&Prime;).","01HZH42FCVZDG74N6KKDKJ74KM",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223214,"374244 Astronomy4E_FC_Q02",5,QUE_223214.xml,topic,"Astronomy Flashcards",1,DUMMIES,"<strong>asterism</strong>","A named pattern of stars, such as the Big Dipper, that isn&rsquo;t one of the 88 official constellations.","01HZH42FJHHWWSBWQ72BBXQENG",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223215,"163076 Astronomy5E_FC_06",6,QUE_223215.xml,topic,"Astronomy Flashcards",1,DUMMIES,asteroid,"One of many small, rocky, and/or metallic bodies orbiting the Sun, mostly between the orbits of Mars and Jupiter.","01HZH42FR7TJBZWCEZCVD2GKTG",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223266,"163076 Astronomy5E_FC_07",7,QUE_223266.xml,topic,"Astronomy Flashcards",1,DUMMIES,"astronomical unit (AU)","A measure of distance in space, equal to the average distance between Earth and the Sun &mdash; about 93 million miles, or 150 million kilometers.","01HZH42FXVGTH0KDH5XWP3CX5R",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223216,"163076 Astronomy5E_FC_08",8,QUE_223216.xml,topic,"Astronomy Flashcards",1,DUMMIES,aurora,"A colorful display of light in the upper atmosphere of Earth or another planet, produced by the collision of electrically charged particles with gas atoms and molecules.","01HZH42G3DGVBC4E9MZ7VZDG88",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223273,"163076 Astronomy5E_FC_09",9,QUE_223273.xml,topic,"Astronomy Flashcards",1,DUMMIES,azimuth,"The left-right direction to a celestial object measured as an angle along the horizon from north (azimuth 0&deg;) to east (90&deg;), south (180&deg;), west (270&deg;), and back to north.","01HZH42GARJ7SJ7CBNGN3020T5",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223217,"163076 Astronomy5E_FC_10",10,QUE_223217.xml,topic,"Astronomy Flashcards",1,DUMMIES,"binary star","Two stars orbiting around their common center of mass in space; also called a binary system.","01HZH42GGHCZF6BZK4GNJ7D1Y5",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223218,"163076 Astronomy5E_FC_11",11,QUE_223218.xml,topic,"Astronomy Flashcards",1,DUMMIES,"black hole","An object with gravity so strong that nothing inside can escape &mdash; not even a ray of light. Two main types exist: stellar mass black holes formed in the deaths of massive stars, and supermassive black holes lurking in the centers of galaxies.","01HZH42GP6G4CHC29FC72VGS8Y",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223219,"374244 Astronomy4E_FC_Q07",12,QUE_223219.xml,topic,"Astronomy Flashcards",1,DUMMIES,<strong>bolide</strong>,"A very bright meteor that appears to explode or that produces a loud noise.","01HZH42GVV4D7V3XSY1ES9F9MS",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223274,"163076 Astronomy5E_FC_13",13,QUE_223274.xml,topic,"Astronomy Flashcards",1,DUMMIES,"brown dwarf","A Jupiter-size object that&rsquo;s much more massive than a planet but less massive than a star.","01HZH42H3GNME34P8ZEAWXDJR2",
"aaf4e68a-bf08-49be-96d7-1c541ebfaa35",PROD,QUE_223275,"163076 Astronomy5E_FC_14",14,QUE_223275.xml,topic,"Astronomy Flashcards",1,DUMMIES,catadioptric,"A telescope whose main optics combine lenses and mirrors. Examples include Schmidt-Cassegrain and Maksutov-Cassegrain telescopes.","01HZH42H9R45Q6KF04YCC4VSBY",
